,date,plume_lat,plume_lon,emission,source_type,ipcc
0,19/10/2019,31.345644,-102.12144,864.704189,compressor,1B2 Oil & Natural Gas
1,21/10/2019,32.26435,-101.98257,241.749699,compressor,1B2 Oil & Natural Gas
2,22/10/2019,32.214143,-103.70878,695.797353,tank,1B2 Oil & Natural Gas
3,17/10/2019,32.138612,-103.60478,302.5589786,well,1B2 Oil & Natural Gas
4,21/10/2019,32.256526,-103.19416,409.773439,compressor,1B2 Oil & Natural Gas
5,27/09/2019,31.544838,-103.8047,309.0585211,tank,1B2 Oil & Natural Gas
6,02/11/2019,31.930857,-103.62789,392.265811,well,1B2 Oil & Natural Gas
7,27/10/2019,32.253736,-104.13475,227.40212,tank,1B2 Oil & Natural Gas
8,13/10/2019,32.776353,-104.47018,164.070969,pipeline,1B2 Oil & Natural Gas
9,12/10/2019,32.776353,-104.47018,164.070969,pipeline,1B2 Oil & Natural Gas
10,13/10/2019,32.7762803,-104.47018,112.730392,pipeline,1B2 Oil & Natural Gas
11,12/10/2019,32.7762803,-104.47018,112.730392,pipeline,1B2 Oil & Natural Gas
12,10/10/2019,31.610525,-101.87716,165.355028,pipeline,1B2 Oil & Natural Gas
13,01/11/2019,31.214262,-102.8069,85.777017,pipeline,1B2 Oil & Natural Gas
14,01/11/2019,31.122028,-102.76866,52.5436564,pipeline,1B2 Oil & Natural Gas
15,19/10/2019,31.448603,-101.74951,597.059115,pipeline,1B2 Oil & Natural Gas
16,17/10/2019,31.3696366,-103.6747,43.510864,processing,1B2 Oil & Natural Gas
17,20/10/2019,31.922872,-101.75699,513.798843,compressor,1B2 Oil & Natural Gas
18,06/10/2019,32.270139,-104.13132,368.1366908,tank,1B2 Oil & Natural Gas
19,26/10/2019,32.68461,-104.05053,248.36385,tank,1B2 Oil & Natural Gas
20,19/10/2019,32.244312,-103.71175,164.5896164,tank,1B2 Oil & Natural Gas
21,23/10/2019,31.764071,-103.28452,72.5950487,tank,1B2 Oil & Natural Gas
22,23/10/2019,31.841794,-103.31964,130.515414,tank,1B2 Oil & Natural Gas
23,19/10/2019,31.270607,-101.58417,398.986883,tank,1B2 Oil & Natural Gas
24,01/11/2019,31.147577,-102.99401,210.727349,well,1B2 Oil & Natural Gas
25,31/10/2019,31.084988,-103.32811,316.884325,tank,1B2 Oil & Natural Gas
26,11/10/2019,31.940656,-103.867,179.227633,tank,1B2 Oil & Natural Gas
27,26/10/2019,32.679497,-104.08669,562.608936,well,1B2 Oil & Natural Gas
28,02/11/2019,31.827863,-103.54287,130.143782,tank,1B2 Oil & Natural Gas
29,22/10/2019,32.605658,-103.30851,515.681212,compressor,1B2 Oil & Natural Gas
30,27/10/2019,32.28057,-104.30127,223.101332,well,1B2 Oil & Natural Gas
31,27/10/2019,32.049886,-104.05499,93.2086127,tank,1B2 Oil & Natural Gas
32,22/10/2019,32.768708,-103.37484,67.6976274,tank,1B2 Oil & Natural Gas
33,31/10/2019,31.317488,-103.34215,144.847855,pipeline,1B2 Oil & Natural Gas
34,10/10/2019,31.501222,-101.61078,386.779198,pipeline,1B2 Oil & Natural Gas
35,28/10/2019,31.051766,-102.90869,679.310183,pipeline,1B2 Oil & Natural Gas
36,26/10/2019,32.73616,-103.674,470.339832,pipeline,1B2 Oil & Natural Gas
37,25/10/2019,31.452099,-103.35711,218.148115,pipeline,1B2 Oil & Natural Gas
38,25/10/2019,31.3109073,-103.52354,217.643014,tank,1B2 Oil & Natural Gas
39,10/10/2019,31.658268,-102.11483,356.369557,well,1B2 Oil & Natural Gas
40,22/10/2019,32.803377,-103.46283,287.167643,pipeline,1B2 Oil & Natural Gas
41,18/10/2019,32.277651,-101.51102,216.17645,well,1B2 Oil & Natural Gas
42,23/09/2019,31.967093,-103.86324,540.0119141,compressor,1B2 Oil & Natural Gas
43,23/10/2019,31.946965,-103.01196,290.460021,pipeline,1B2 Oil & Natural Gas
44,03/11/2019,31.404336,-103.18952,190.240037,tank,1B2 Oil & Natural Gas
45,31/10/2019,31.288519,-103.41781,281.61041,well,1B2 Oil & Natural Gas
46,01/11/2019,31.495782,-102.65294,83.5989258,pipeline,1B2 Oil & Natural Gas
47,06/10/2019,32.296927,-103.73821,130.3389045,pipeline,1B2 Oil & Natural Gas
48,27/10/2019,32.079515,-103.95197,106.769795,tank,1B2 Oil & Natural Gas
49,11/10/2019,32.0216638,-103.71286,655.161923,processing,1B2 Oil & Natural Gas
50,18/10/2019,32.3777393,-101.95592,351.40283,well,1B2 Oil & Natural Gas
51,19/10/2019,31.228107,-101.69779,1134.35909,well,1B2 Oil & Natural Gas
52,20/10/2019,31.8803317,-101.34136,219.42319,tank,1B2 Oil & Natural Gas
53,17/10/2019,31.6626793,-103.58204,18.7440979,tank,1B2 Oil & Natural Gas
54,20/10/2019,31.889034,-101.86825,842.103119,tank,1B2 Oil & Natural Gas
55,10/10/2019,31.633518,-101.60431,242.242291,well,1B2 Oil & Natural Gas
56,10/10/2019,31.5410081,-101.69809,261.298288,pipeline,1B2 Oil & Natural Gas
57,10/10/2019,31.5033884,-101.90356,314.347538,pipeline,1B2 Oil & Natural Gas
58,20/10/2019,31.872175,-101.63379,193.000058,pipeline,1B2 Oil & Natural Gas
59,21/10/2019,32.167813,-101.96681,97.6127043,pipeline,1B2 Oil & Natural Gas
60,21/07/2020,31.9455305,-103.6497,169.056264,processing,1B2 Oil & Natural Gas
61,02/11/2019,31.9455305,-103.6497,169.056264,compressor,1B2 Oil & Natural Gas
62,23/10/2019,31.557407,-103.29039,335.464204,pipeline,1B2 Oil & Natural Gas
63,21/10/2019,32.253136,-101.77184,254.751641,tank,1B2 Oil & Natural Gas
64,27/10/2019,32.230295,-104.13459,145.500408,tank,1B2 Oil & Natural Gas
65,28/10/2019,30.990048,-103.00138,464.220114,pipeline,1B2 Oil & Natural Gas
66,31/10/2019,31.068705,-103.28781,914.555319,tank,1B2 Oil & Natural Gas
67,22/10/2019,32.244367,-103.71156,149.067296,tank,1B2 Oil & Natural Gas
68,06/10/2019,32.244367,-103.71156,149.067296,tank,1B2 Oil & Natural Gas
69,11/10/2019,31.744794,-104.06479,804.123152,tank,1B2 Oil & Natural Gas
70,22/10/2019,32.305316,-103.80248,209.545537,tank,1B2 Oil & Natural Gas
71,19/10/2019,31.30818,-101.59126,737.328999,compressor,1B2 Oil & Natural Gas
72,22/10/2019,32.3685,-103.86769,263.675722,well,1B2 Oil & Natural Gas
73,21/10/2019,32.184468,-101.87325,164.669196,pipeline,1B2 Oil & Natural Gas
74,16/10/2019,32.2049521,-103.91291,70.7784138,compressor,1B2 Oil & Natural Gas
75,01/11/2019,31.166168,-102.92117,59.6493577,tank,1B2 Oil & Natural Gas
76,02/11/2019,32.172972,-103.17551,719.080882,processing,1B2 Oil & Natural Gas
77,22/10/2019,32.035099,-103.58316,161.783368,tank,1B2 Oil & Natural Gas
78,27/10/2019,31.998591,-104.07726,153.484509,well,1B2 Oil & Natural Gas
79,27/10/2019,32.254821,-104.07032,142.223859,tank,1B2 Oil & Natural Gas
80,19/10/2019,31.313913,-101.48817,251.531884,tank,1B2 Oil & Natural Gas
81,16/10/2019,32.2123879,-103.69881,616.85953,compressor,1B2 Oil & Natural Gas
82,02/11/2019,32.149651,-103.05648,233.6567,processing,1B2 Oil & Natural Gas
83,19/10/2019,31.410972,-102.07123,427.265688,well,1B2 Oil & Natural Gas
84,28/10/2019,30.997524,-102.92288,3671.24675,compressor,1B2 Oil & Natural Gas
85,16/10/2019,32.4034168,-103.61914,370.325172,tank,1B2 Oil & Natural Gas
86,10/10/2019,31.663388,-102.10171,608.386565,compressor,1B2 Oil & Natural Gas
87,10/10/2019,31.533448,-102.08559,855.083639,well,1B2 Oil & Natural Gas
88,23/10/2019,31.936181,-103.04848,237.975044,pipeline,1B2 Oil & Natural Gas
89,22/10/2019,32.566927,-103.514,401.571506,tank,1B2 Oil & Natural Gas
90,17/10/2019,31.4761911,-103.79679,549.540397,well,1B2 Oil & Natural Gas
91,22/10/2019,32.020843,-104.30284,750.284678,well,1B2 Oil & Natural Gas
92,17/10/2019,31.5908564,-103.34492,32.2663781,pipeline,1B2 Oil & Natural Gas
93,23/10/2019,31.658091,-103.40015,122.730204,tank,1B2 Oil & Natural Gas
94,21/10/2019,32.123489,-103.54158,286.8093903,well,1B2 Oil & Natural Gas
95,23/10/2019,31.644076,-103.15134,194.003466,well,1B2 Oil & Natural Gas
96,18/10/2019,32.3645711,-101.42969,80.3112301,well,1B2 Oil & Natural Gas
97,18/10/2019,32.5486957,-101.86485,239.854667,pipeline,1B2 Oil & Natural Gas
98,22/10/2019,32.651515,-103.57286,93.4457626,well,1B2 Oil & Natural Gas
99,11/10/2019,31.8485556,-104.22073,258.116473,compressor,1B2 Oil & Natural Gas
100,01/11/2019,31.501256,-102.59636,366.642318,compressor,1B2 Oil & Natural Gas
101,27/10/2019,32.252878,-104.02736,1112.67807,compressor,1B2 Oil & Natural Gas
102,18/10/2019,32.4891959,-101.75827,293.565154,pipeline,1B2 Oil & Natural Gas
103,23/10/2019,31.883537,-102.95562,126.159005,pipeline,1B2 Oil & Natural Gas
104,23/10/2019,31.946621,-103.015,327.401334,pipeline,1B2 Oil & Natural Gas
105,23/10/2019,31.946718,-103.01518,201.601936,pipeline,1B2 Oil & Natural Gas
106,21/10/2019,32.2079553,-101.7769,135.029032,well,1B2 Oil & Natural Gas
107,19/10/2019,31.39041,-101.61676,207.214442,tank,1B2 Oil & Natural Gas
108,21/10/2019,32.263788,-101.98143,471.999588,compressor,1B2 Oil & Natural Gas
109,27/10/2019,32.190873,-104.03338,65.9161363,well,1B2 Oil & Natural Gas
110,08/10/2021,32.3405807,-101.88964,262.573977,tank,1B2 Oil & Natural Gas
111,18/10/2019,32.3405807,-101.88964,262.573977,tank,1B2 Oil & Natural Gas
112,08/10/2021,32.3405807,-101.88964,262.573977,tank,1B2 Oil & Natural Gas
113,08/10/2021,32.120529,-101.88964,185.083743,tank,1B2 Oil & Natural Gas
114,18/10/2019,32.120529,-101.88964,185.083743,tank,1B2 Oil & Natural Gas
115,08/10/2021,32.120529,-101.88964,185.083743,tank,1B2 Oil & Natural Gas
116,27/10/2019,32.276771,-104.04305,1052.25008,pipeline,1B2 Oil & Natural Gas
117,03/11/2019,32.808092,-104.17894,174.77387,well,1B2 Oil & Natural Gas
118,31/10/2019,31.364558,-103.24776,852.200406,tank,1B2 Oil & Natural Gas
119,31/10/2019,31.14331,-103.24218,231.993143,pipeline,1B2 Oil & Natural Gas
120,11/10/2019,32.0349507,-103.87646,213.040442,tank,1B2 Oil & Natural Gas
121,26/09/2019,32.212162,-103.69683,443.0984843,tank,1B2 Oil & Natural Gas
122,06/10/2019,31.913119,-103.47218,104.4293986,well,1B2 Oil & Natural Gas
123,02/11/2019,32.088163,-103.17228,350.584093,compressor,1B2 Oil & Natural Gas
124,23/10/2019,31.947943,-103.0532,848.260308,,1B2 Oil & Natural Gas
125,22/10/2019,32.3686321,-103.75574,87.2294378,tank,1B2 Oil & Natural Gas
126,23/10/2019,32.149595,-103.05657,274.53348,processing,1B2 Oil & Natural Gas
127,31/10/2019,31.275856,-103.44465,739.271057,compressor,1B2 Oil & Natural Gas
128,10/10/2019,31.5077837,-101.39205,307.45609,pipeline,1B2 Oil & Natural Gas
129,20/10/2019,31.889032,-101.86811,673.674826,tank,1B2 Oil & Natural Gas
130,16/10/2019,31.699434,-103.54915,195.9586935,tank,1B2 Oil & Natural Gas
131,27/10/2019,32.266864,-104.08398,192.645272,tank,1B2 Oil & Natural Gas
132,19/10/2019,31.186819,-101.6578,1186.45457,well,1B2 Oil & Natural Gas
133,17/10/2019,32.1047,-104.06616,382.9144857,tank,1B2 Oil & Natural Gas
134,27/10/2019,32.24305,-104.28402,55.1506554,well,1B2 Oil & Natural Gas
135,18/10/2019,32.530897,-102.06804,222.066378,tank,1B2 Oil & Natural Gas
136,27/10/2019,32.080556,-104.21841,120.294403,tank,1B2 Oil & Natural Gas
137,11/10/2019,31.9697403,-103.91673,197.683894,tank,1B2 Oil & Natural Gas
138,18/10/2019,32.3712561,-102.22693,603.068291,pipeline,1B2 Oil & Natural Gas
139,03/11/2019,32.88825,-104.11992,185.375804,pipeline,1B2 Oil & Natural Gas
140,22/10/2019,32.020844,-104.30269,472.693442,well,1B2 Oil & Natural Gas
141,23/10/2019,32.087424,-103.17195,375.752652,compressor,1B2 Oil & Natural Gas
142,19/10/2019,31.36291,-102.0639,784.290647,pipeline,1B2 Oil & Natural Gas
143,23/10/2019,31.651923,-103.29565,58.2337671,pipeline,1B2 Oil & Natural Gas
144,25/10/2019,31.616818,-103.14183,1771.51998,,1B2 Oil & Natural Gas
145,27/10/2019,32.201874,-104.05953,771.858332,well,1B2 Oil & Natural Gas
146,02/11/2019,31.950835,-103.43237,241.406518,tank,1B2 Oil & Natural Gas
147,23/10/2019,31.941853,-103.06821,128.803568,pipeline,1B2 Oil & Natural Gas
148,10/10/2019,31.738776,-102.1581,978.769325,tank,1B2 Oil & Natural Gas
149,10/10/2019,31.6977801,-102.17432,413.925706,well,1B2 Oil & Natural Gas
150,23/10/2019,31.938957,-103.37537,79.6126592,tank,1B2 Oil & Natural Gas
151,01/11/2019,31.276456,-102.62014,187.541193,tank,1B2 Oil & Natural Gas
152,11/10/2019,31.941873,-103.91069,700.975167,tank,1B2 Oil & Natural Gas
153,21/10/2019,32.2334567,-101.68385,135.355762,well,1B2 Oil & Natural Gas
154,25/10/2019,31.167938,-103.78662,193.523731,pipeline,1B2 Oil & Natural Gas
155,31/10/2019,31.0904,-103.28601,126.671244,well,1B2 Oil & Natural Gas
156,27/10/2019,32.195044,-104.10509,71.6468263,processing,1B2 Oil & Natural Gas
157,03/11/2019,32.89447,-104.01801,225.749648,pipeline,1B2 Oil & Natural Gas
158,22/10/2019,32.035425,-104.0789,260.377841,tank,1B2 Oil & Natural Gas
159,01/11/2019,31.281382,-103.08447,273.763325,compressor,1B2 Oil & Natural Gas
160,26/10/2019,32.623063,-104.02097,114.264387,tank,1B2 Oil & Natural Gas
161,19/10/2019,31.640332,-104.03702,89.90455742,compressor,1B2 Oil & Natural Gas
162,27/10/2019,32.150609,-104.19712,138.746807,compressor,1B2 Oil & Natural Gas
163,16/10/2019,32.1862435,-103.99194,530.796594,tank,1B2 Oil & Natural Gas
164,23/09/2019,32.1862435,-103.99194,530.796594,tank,1B2 Oil & Natural Gas
165,27/10/2019,32.026246,-104.11752,634.127709,compressor,1B2 Oil & Natural Gas
166,26/10/2019,32.600549,-104.07232,302.56649,well,1B2 Oil & Natural Gas
167,13/10/2019,32.625723,-104.10641,106.5278305,well,1B2 Oil & Natural Gas
168,16/10/2019,32.2112193,-103.96311,478.358883,compressor,1B2 Oil & Natural Gas
169,21/10/2019,32.281462,-101.55193,163.560501,compressor,1B2 Oil & Natural Gas
170,23/10/2019,31.893472,-103.52396,175.523543,well,1B2 Oil & Natural Gas
171,10/10/2019,31.4643484,-101.73676,243.598194,pipeline,1B2 Oil & Natural Gas
172,27/10/2019,32.064292,-104.051,212.065334,tank,1B2 Oil & Natural Gas
173,06/10/2019,32.282817,-104.08483,539.292226,tank,1B2 Oil & Natural Gas
174,19/10/2019,31.165368,-101.78546,3455.84188,pipeline,1B2 Oil & Natural Gas
175,31/10/2019,31.321478,-103.1105,382.986854,well,1B2 Oil & Natural Gas
176,10/10/2019,31.51013,-101.38589,382.112823,pipeline,1B2 Oil & Natural Gas
177,31/10/2019,31.190516,-102.99714,94.1521027,pipeline,1B2 Oil & Natural Gas
178,23/07/2020,32.822756,-103.76429,397.66354,tank,1B2 Oil & Natural Gas
179,26/10/2019,32.822756,-103.76429,397.66354,tank,1B2 Oil & Natural Gas
180,25/10/2019,31.400389,-103.42707,181.828326,well,1B2 Oil & Natural Gas
181,31/10/2019,31.18198,-103.32727,106.414521,pipeline,1B2 Oil & Natural Gas
182,18/10/2019,32.350458,-101.34574,731.186046,,1B2 Oil & Natural Gas
183,11/10/2019,31.799478,-103.92733,2060.89933,processing,1B2 Oil & Natural Gas
184,23/10/2019,31.9151895,-103.04075,60.8462929,pipeline,1B2 Oil & Natural Gas
185,27/10/2019,32.278723,-104.17086,184.880183,compressor,1B2 Oil & Natural Gas
186,25/10/2019,31.374826,-103.3534,320.554275,well,1B2 Oil & Natural Gas
187,16/10/2019,32.2961759,-103.64916,37.9251528,well,1B2 Oil & Natural Gas
188,25/10/2019,31.51314,-103.24351,166.485653,tank,1B2 Oil & Natural Gas
189,27/10/2019,32.211492,-104.06026,98.3393354,pipeline,1B2 Oil & Natural Gas
190,27/09/2019,32.211492,-104.06026,98.3393354,pipeline,1B2 Oil & Natural Gas
191,31/10/2019,31.009641,-103.24641,274.445045,tank,1B2 Oil & Natural Gas
192,03/11/2019,31.412907,-103.14404,536.4057,well,1B2 Oil & Natural Gas
193,01/11/2019,31.268722,-103.06545,249.46644,compressor,1B2 Oil & Natural Gas
194,10/10/2019,31.7868132,-101.70562,307.941878,well,1B2 Oil & Natural Gas
195,20/10/2019,31.0748638,-101.39618,286.555884,well,1B2 Oil & Natural Gas
196,27/10/2019,32.269289,-103.97503,146.837016,tank,1B2 Oil & Natural Gas
197,22/10/2019,32.048827,-103.90383,508.827275,tank,1B2 Oil & Natural Gas
198,03/11/2019,32.777299,-104.28021,244.219726,tank,1B2 Oil & Natural Gas
199,19/10/2019,31.345687,-101.79847,4524.00871,processing,1B2 Oil & Natural Gas
200,02/11/2019,31.756943,-103.51205,368.650368,processing,1B2 Oil & Natural Gas
201,23/10/2019,31.8835944,-102.95548,118.534271,pipeline,1B2 Oil & Natural Gas
202,10/10/2019,31.5014342,-101.61061,226.917626,pipeline,1B2 Oil & Natural Gas
203,18/10/2019,32.35449,-101.7593,297.130601,pipeline,1B2 Oil & Natural Gas
204,11/10/2019,31.9297382,-103.62184,581.226978,tank,1B2 Oil & Natural Gas
205,21/10/2019,32.2206257,-101.75628,133.866351,pipeline,1B2 Oil & Natural Gas
206,01/11/2019,31.220035,-102.98191,186.505639,well,1B2 Oil & Natural Gas
207,10/10/2019,31.772077,-101.76359,655.9088,well,1B2 Oil & Natural Gas
208,27/10/2019,32.208198,-103.97866,399.030987,tank,1B2 Oil & Natural Gas
209,23/10/2019,31.937599,-103.04898,179.400823,pipeline,1B2 Oil & Natural Gas
210,25/10/2019,31.585777,-103.00634,729.264406,pipeline,1B2 Oil & Natural Gas
211,03/11/2019,32.817192,-104.02346,214.964378,compressor,1B2 Oil & Natural Gas
212,31/10/2019,31.230766,-103.34643,119.857964,tank,1B2 Oil & Natural Gas
213,22/10/2019,32.418887,-103.6025,240.944894,tank,1B2 Oil & Natural Gas
214,10/10/2019,31.6533076,-102.12714,674.766758,well,1B2 Oil & Natural Gas
215,10/10/2019,31.538855,-101.90879,105.816564,well,1B2 Oil & Natural Gas
216,10/10/2019,31.6760341,-101.91041,108.575437,well,1B2 Oil & Natural Gas
217,01/11/2019,31.071117,-102.92057,1353.30764,tank,1B2 Oil & Natural Gas
218,19/10/2019,31.176789,-101.35223,463.494534,pipeline,1B2 Oil & Natural Gas
219,18/10/2019,32.274223,-101.76698,296.266364,tank,1B2 Oil & Natural Gas
220,17/10/2019,31.7663782,-103.71403,46.3120968,tank,1B2 Oil & Natural Gas
221,22/10/2019,32.458476,-103.601,173.452551,tank,1B2 Oil & Natural Gas
222,02/11/2019,31.9625,-103.45146,268.871333,tank,1B2 Oil & Natural Gas
223,19/10/2019,31.34304,-101.98419,370.069418,tank,1B2 Oil & Natural Gas
224,17/10/2019,31.5258391,-103.46307,55.4713229,processing,1B2 Oil & Natural Gas
225,23/07/2020,32.255553,-104.11967,251.839702,well,1B2 Oil & Natural Gas
226,27/10/2019,32.255553,-104.11967,251.839702,tank,1B2 Oil & Natural Gas
227,23/10/2019,31.939496,-103.361,525.516042,tank,1B2 Oil & Natural Gas
228,22/10/2019,32.200309,-103.68436,210.371815,compressor,1B2 Oil & Natural Gas
229,03/11/2019,31.411779,-103.10472,630.862697,pipeline,1B2 Oil & Natural Gas
230,23/10/2019,31.880917,-103.07988,60.1547258,well,1B2 Oil & Natural Gas
231,10/10/2019,31.781312,-101.86528,297.039449,pipeline,1B2 Oil & Natural Gas
232,10/10/2019,31.6151617,-102.13964,3190.85615,tank,1B2 Oil & Natural Gas
233,19/10/2019,31.20985,-101.37229,305.254278,tank,1B2 Oil & Natural Gas
234,31/10/2019,31.212913,-103.28265,56.0060345,well,1B2 Oil & Natural Gas
235,28/10/2019,31.076897,-102.98989,672.037798,tank,1B2 Oil & Natural Gas
236,21/10/2019,32.178205,-102.19265,181.712727,processing,1B2 Oil & Natural Gas
237,20/10/2019,31.826375,-102.10681,266.502562,well,1B2 Oil & Natural Gas
238,20/10/2019,31.8798551,-102.22978,282.06843,well,1B2 Oil & Natural Gas
239,27/10/2019,32.379322,-104.02374,82.3811724,pipeline,1B2 Oil & Natural Gas
240,10/10/2019,31.6966851,-101.47148,354.127134,well,1B2 Oil & Natural Gas
241,10/10/2019,31.5289687,-101.38811,285.182121,pipeline,1B2 Oil & Natural Gas
242,11/10/2019,31.817594,-103.82582,179.492609,tank,1B2 Oil & Natural Gas
243,16/10/2019,32.212302,-103.59384,309.243306,compressor,1B2 Oil & Natural Gas
244,21/10/2019,32.36376674,-103.27462,166.3116388,well,1B2 Oil & Natural Gas
245,26/07/2021,31.88306,-101.89235,598.911648,pipeline,1B2 Oil & Natural Gas
246,08/08/2021,31.88306,-101.89235,598.911648,pipeline,1B2 Oil & Natural Gas
247,20/10/2019,31.88306,-101.89235,598.911648,well,1B2 Oil & Natural Gas
248,26/07/2021,31.931135,-101.89235,580.599933,pipeline,1B2 Oil & Natural Gas
249,08/08/2021,31.931135,-101.89235,580.599933,pipeline,1B2 Oil & Natural Gas
250,20/10/2019,31.931135,-101.89235,580.599933,well,1B2 Oil & Natural Gas
251,26/07/2021,31.9310406,-101.89235,205.1743076,pipeline,1B2 Oil & Natural Gas
252,08/08/2021,31.9310406,-101.89235,205.1743076,pipeline,1B2 Oil & Natural Gas
253,20/10/2019,31.9310406,-101.89235,205.1743076,well,1B2 Oil & Natural Gas
254,10/10/2019,31.689379,-102.24973,897.376482,pipeline,1B2 Oil & Natural Gas
255,11/10/2019,31.964969,-104.01688,330.664919,compressor,1B2 Oil & Natural Gas
256,11/10/2019,31.964969,-104.01688,330.664919,compressor,1B2 Oil & Natural Gas
257,18/10/2019,32.431566,-102.21807,130.719594,well,1B2 Oil & Natural Gas
258,11/10/2019,31.741988,-104.08307,376.065679,compressor,1B2 Oil & Natural Gas
259,17/10/2019,31.741988,-104.08307,376.065679,well,1B2 Oil & Natural Gas
260,16/10/2019,31.518722,-103.64504,187.187412,tank,1B2 Oil & Natural Gas
261,31/10/2019,31.182884,-103.02664,76.1509368,tank,1B2 Oil & Natural Gas
262,11/10/2019,31.953663,-103.60322,448.835297,tank,1B2 Oil & Natural Gas
263,10/10/2019,31.822183,-101.97492,850.593337,compressor,1B2 Oil & Natural Gas
264,31/10/2019,30.980292,-103.50669,134.953822,well,1B2 Oil & Natural Gas
265,13/10/2019,32.342917,-104.04673,113.2078655,well,1B2 Oil & Natural Gas
266,10/10/2019,31.60714,-102.13315,315.217222,well,1B2 Oil & Natural Gas
267,03/11/2019,31.450873,-103.04996,111.509608,compressor,1B2 Oil & Natural Gas
268,10/10/2019,31.648366,-101.76667,2757.91583,processing,1B2 Oil & Natural Gas
269,23/10/2019,31.966035,-103.28928,1138.2947,compressor,1B2 Oil & Natural Gas
270,18/10/2019,32.501111,-102.17049,691.992484,well,1B2 Oil & Natural Gas
271,22/10/2019,32.566008,-103.53889,223.511646,compressor,1B2 Oil & Natural Gas
272,31/10/2019,31.165467,-103.28612,1112.24829,compressor,1B2 Oil & Natural Gas
273,27/10/2019,32.338657,-104.04516,193.090693,tank,1B2 Oil & Natural Gas
274,26/10/2019,32.650607,-104.05344,163.461029,tank,1B2 Oil & Natural Gas
275,01/11/2019,31.352283,-102.62192,293.748707,pipeline,1B2 Oil & Natural Gas
276,10/10/2019,31.4621357,-101.61416,560.948654,pipeline,1B2 Oil & Natural Gas
277,21/10/2019,32.240779,-101.78282,1156.7535,pipeline,1B2 Oil & Natural Gas
278,25/10/2019,31.366884,-103.38684,1587.60412,compressor,1B2 Oil & Natural Gas
279,01/11/2019,31.352255,-102.62193,162.875281,pipeline,1B2 Oil & Natural Gas
280,31/10/2019,31.098724,-103.49121,154.494105,compressor,1B2 Oil & Natural Gas
281,31/10/2019,31.35178,-103.21957,136.790561,tank,1B2 Oil & Natural Gas
282,18/10/2019,32.324029,-101.81196,2345.98974,tank,1B2 Oil & Natural Gas
283,27/10/2019,32.209814,-103.98155,41.5470527,well,1B2 Oil & Natural Gas
284,25/10/2019,31.570419,-103.23421,552.073083,compressor,1B2 Oil & Natural Gas
285,01/11/2019,31.440753,-102.45991,421.726948,processing,1B2 Oil & Natural Gas
286,01/11/2019,31.257029,-102.60498,299.626842,pipeline,1B2 Oil & Natural Gas
287,03/11/2019,31.478768,-102.9588,159.291858,compressor,1B2 Oil & Natural Gas
288,22/10/2019,32.6683366,-103.29794,79.7486663,pipeline,1B2 Oil & Natural Gas
289,23/10/2019,31.906841,-103.15729,155.511301,pipeline,1B2 Oil & Natural Gas
290,03/11/2019,32.777258,-104.27985,282.037503,tank,1B2 Oil & Natural Gas
291,16/10/2019,31.986384,-103.83565,327.7153497,well,1B2 Oil & Natural Gas
292,22/10/2019,32.450675,-103.60494,577.146021,tank,1B2 Oil & Natural Gas
293,27/10/2019,32.180542,-104.22406,180.448721,tank,1B2 Oil & Natural Gas
294,16/10/2019,32.1500718,-104.04936,1269.05548,compressor,1B2 Oil & Natural Gas
295,22/10/2019,32.589428,-103.52147,326.77124,tank,1B2 Oil & Natural Gas
296,27/10/2019,32.235371,-104.00142,64.6524688,pipeline,1B2 Oil & Natural Gas
297,01/11/2019,31.27658,-103.07606,1109.44447,pipeline,1B2 Oil & Natural Gas
298,22/10/2019,32.539702,-103.59757,469.438742,tank,1B2 Oil & Natural Gas
299,22/10/2019,32.044423,-104.04932,545.384539,tank,1B2 Oil & Natural Gas
300,07/10/2019,31.956225,-103.89243,368.6072799,,1B2 Oil & Natural Gas
301,11/10/2019,32.0657679,-103.89563,304.863065,well,1B2 Oil & Natural Gas
302,18/10/2019,32.339504,-101.65711,471.908965,compressor,1B2 Oil & Natural Gas
303,22/10/2019,32.116302,-103.62648,217.999965,tank,1B2 Oil & Natural Gas
304,10/10/2019,31.567569,-101.58352,165.195509,tank,1B2 Oil & Natural Gas
305,11/10/2019,32.034177,-103.87026,449.4200424,tank,1B2 Oil & Natural Gas
306,21/10/2019,32.1296257,-102.11265,128.64109,well,1B2 Oil & Natural Gas
307,18/10/2019,32.506152,-102.12684,649.759548,well,1B2 Oil & Natural Gas
308,23/10/2019,32.059948,-103.0151,223.938313,well,1B2 Oil & Natural Gas
309,14/07/2020,31.610764,-103.97145,414.846398,tank,1B2 Oil & Natural Gas
310,17/10/2019,31.610764,-103.97145,414.846398,tank,1B2 Oil & Natural Gas
311,27/10/2019,32.310878,-103.99547,694.02956,tank,1B2 Oil & Natural Gas
312,11/10/2019,31.915511,-103.85924,256.301006,compressor,1B2 Oil & Natural Gas
313,02/11/2019,32.202272,-103.13331,450.632968,pipeline,1B2 Oil & Natural Gas
314,11/10/2019,31.872933,-104.05899,616.939591,compressor,1B2 Oil & Natural Gas
315,27/10/2019,32.246332,-104.10309,276.915659,tank,1B2 Oil & Natural Gas
316,10/10/2019,31.674564,-102.24264,265.141765,well,1B2 Oil & Natural Gas
317,23/10/2019,31.8909307,-102.78305,124.143152,pipeline,1B2 Oil & Natural Gas
318,28/10/2019,31.013034,-102.99603,911.643882,pipeline,1B2 Oil & Natural Gas
